genre,author,book,pubhouse,price_now,price_old
Книги для детей,Бахурова Евгения Петровна,Графические упражнения. 4-5 лет,Феникс,150,231
Книги для детей,Бахурова Евгения Петровна,Графические упражнения. 5-6 лет,Феникс,150,231
Книги для детей,Бахурова Евгения Петровна,Графические упражнения. 6-7 лет,Феникс,150,231
Книги для детей,,,,,
Книги для детей,Бабанская Марина Ивановна,Девчонки могут! 50 вдохновляющих рассказов о девочках,Феникс-Премьер,597,918
Книги для детей,Волков Александр,Волшебник Изумрудного города,Качели,896,1 280
Книги для детей,Верн Жюль,Таинственный остров,Качели,1 920,2 560
Книги для детей,Алешковский Юз,Кыш и я в Крыму,Качели,1 140,1 520
Книги для детей,Одоевский,Городок в табакерке,Лабиринт,661,944
Книги для детей,Ефремов Иван Антонович,Таис Афинская,Лабиринт,996,1 328
Книги для детей,Гетц Валентина Ивановна,"Сказки, подаренные с небес",Четыре,918,1 312
Книги для детей,Плисковский Александр,Опасная игра,Четыре,307,438
Книги для детей,Лазебная Людмила Семеновна,Воробьиная ночь. Присурские сказки,Четыре,256,365
Книги для детей,Купырина Анна Михайловна,Эта прекрасная жизнь! Книга с пользой,Феникс-Премьер,523,805
Книги для детей,Никольская Анна Олеговна,Книга чудУЛИщ,Феникс-Премьер,900,1 385
Книги для детей,Маншина Анна Сергеевна,"Радио эмоций ""Лёлик FM"". Как поймать нужную волну",Феникс-Премьер,564,805
Книги для детей,Федулова Анна Алексеевна,Кругосветное ПОНИшествие,Феникс-Премьер,529,814
Книги для детей,Мальцева Галина Анатольевна,Советы черепахи-чемпионки,Феникс-Премьер,459,706
Книги для детей,Крынкина Наталья Васильевна,Играем честно!,ОКно,402,619
Книги для детей,Ткаченко Татьяна Александровна,Годовой курс развивающих заданий для детей 4-5 лет. Играем и учимся! ФГОС ДО,Феникс,571,815
Книги для детей,Ткаченко Татьяна Александровна,Годовой курс развивающих заданий для детей 5-6 лет. Играем и учимся! ФГОС ДО,Феникс,571,815
Книги для детей,Грэм Кеннет,Ветер в ивах,Феникс,515,735
Книги для детей,,Летучий корабль. Народные сказки,Феникс,179,255
Книги для детей,,По щучьему веленью. Русские народные сказки,Феникс,179,255
Книги для детей,,"Творческий блокнот cо стикерами Atomic Heart. Майор Нечаев, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Atomic Heart. Нечаев, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Atomic Heart. Близняшка, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Atomic Heart. Баба Зина, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Atomic Heart. Атомное противостояние, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Атака Титанов. Столкновение с титаном, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Атака Титанов. Отряд, А5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Атака Титанов. Кадетский корпус, A5",Оригами,395,564
Книги для детей,,"Творческий блокнот cо стикерами Атака Титанов. Надежда, А5",Оригами,395,564
Книги для детей,Ферра-Микура Вера,Двенадцать человек - не дюжина,Лабиринт,840,1 120
Книги для детей,Шамина Екатерина Александровна,Как управлять временем. Руководство для самых маленьких,Тойвиль,1 284,1 712
